PARTICIPANT_ID,EXPERIMENT_STARTED,PC_NAME,TRIALS,EMS_NUMBER,AGE,VISION,DEBRIEFING,RANK,IS_THREATENING,SPATIAL_FREQUENCY,CONTRAST-NORMALIZATION,IMG_NAME,MASK_NAME,KEY_PRESSED,CORRECT_ANSWER,REACTION_TIME_IN_MILLIES,EST_DISPLAY_TIME
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,64,non-threatening,LSF,contrast-normalized,salamander 24_LSF_norm,/mask098.png,l,False,148.105,67.461
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,65,threatening,LSF,contrast-normalized,slang 31_LSF_norm,/mask029.png,l,True,585.412,66.528
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,66,non-threatening,HSF,contrast-normalized,vlieg 20_HSF_norm,/mask088.png,l,False,404.279,66.569
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,67,threatening,LSF,contrast-normalized,wesp 15_LSF_norm,/mask002.png,l,True,815.262,66.828
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,68,non-threatening,NoFilter,contrast-normalized,vlieg 16_FS_norm,/mask081.png,l,False,530.078,66.565
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,69,non-threatening,LSF,contrast-normalized,vlieg 7_LSF_norm,/mask053.png,l,False,863.592,66.503
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,70,non-threatening,HSF,contrast-normalized,salamander 23_HSF_norm,/mask094.png,l,False,560.1,65.81
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,71,threatening,NoFilter,contrast-normalized,wesp 22_FS_norm,/mask061.png,l,True,348.258,66.473
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,72,threatening,LSF,contrast-normalized,slang 28_LSF_norm,/mask056.png,l,True,321.201,66.336
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,73,threatening,LSF,no-normalization,wesp 20_LSF_unnorm,/mask001.png,l,True,551.093,66.765
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,74,threatening,HSF,contrast-normalized,slang 12_HSF_norm,/mask011.png,l,True,36.448,66.784
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,75,non-threatening,HSF,contrast-normalized,vlieg 30_HSF_norm,/mask037.png,l,False,861.603,66.694
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,76,non-threatening,LSF,contrast-normalized,vlieg 24_LSF_norm,/mask077.png,l,False,942.665,66.765
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,77,non-threatening,HSF,contrast-normalized,vlieg 29_HSF_norm,/mask095.png,l,False,675.476,65.772
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,78,threatening,HSF,no-normalization,wesp 25_HSF_unnorm,/mask090.png,l,True,27.424,66.348
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,79,non-threatening,HSF,contrast-normalized,salamander 13_HSF_norm,/mask013.png,l,False,429.303,67.115
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,80,non-threatening,HSF,contrast-normalized,salamander 26_HSF_norm,/mask060.png,l,False,32.136,66.603
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,81,non-threatening,NoFilter,contrast-normalized,vlieg 8_FS_norm,/mask006.png,l,False,274.193,66.359
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,82,threatening,HSF,contrast-normalized,slang 14_HSF_norm,/mask065.png,l,True,329.92,66.661
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,83,non-threatening,LSF,no-normalization,salamander 20_LSF_unnorm,/mask071.png,l,False,143.819,66.811
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,84,threatening,LSF,no-normalization,wesp 26_LSF_unnorm,/mask069.png,l,True,236.179,66.044
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,85,threatening,HSF,no-normalization,Slang 25_HSF_unnorm,/mask073.png,l,True,485.324,66.89
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,86,threatening,HSF,no-normalization,wesp 24_HSF_unnorm,/mask028.png,l,True,68.747,66.505
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,87,non-threatening,LSF,no-normalization,salamander 5_LSF_unnorm,/mask083.png,l,False,469.035,66.751
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,88,non-threatening,HSF,no-normalization,salamander 21_HSF_unnorm,/mask040.png,l,False,364.257,66.46
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,89,threatening,LSF,contrast-normalized,Slang 5_LSF_norm,/mask082.png,l,True,272.192,66.9
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,90,threatening,NoFilter,contrast-normalized,slang 11_FS_norm,/mask057.png,l,True,168.119,66.046
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,91,threatening,LSF,contrast-normalized,wesp 21_LSF_norm,/mask015.png,l,True,356.234,66.958
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,92,non-threatening,HSF,no-normalization,salamander 2_HSF_unnorm,/mask041.png,l,False,25.71,66.523
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,93,non-threatening,LSF,no-normalization,vlieg 3_LSF_unnorm,/mask046.png,l,False,435.319,66.797
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,94,non-threatening,HSF,no-normalization,vlieg 18_HSF_unnorm,/mask072.png,l,False,148.81,67.075
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,95,non-threatening,LSF,contrast-normalized,salamander 15_LSF_norm,/mask045.png,l,False,586.413,66.125
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,96,non-threatening,LSF,no-normalization,salamander 14_LSF_unnorm,/mask092.png,l,False,711.514,66.617
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,97,threatening,LSF,no-normalization,wesp 27_LSF_unnorm,/mask044.png,l,True,60.025,66.857
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,98,non-threatening,LSF,no-normalization,vlieg 11_LSF_unnorm,/mask068.png,l,False,244.185,66.707
569,20/03/2021 21:55:21,PC_1,100,22,455,T,T,99,threatening,LSF,no-normalization,wesp 8_LSF_unnorm,/mask075.png,l,True,78.054,66.572
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,0,non-threatening,LSF,contrast-normalized,vlieg 22_LSF_norm,/mask013.png,s,True,263.185,51.157
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,1,threatening,LSF,no-normalization,hoornaar 1_LSF_unnorm,/mask064.png,s,False,646.456,49.971
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,2,non-threatening,HSF,contrast-normalized,vlieg 26_HSF_norm,/mask038.png,l,False,510.342,49.963
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,3,non-threatening,HSF,no-normalization,vlieg 30_HSF_unnorm,/mask093.png,s,True,302.196,50.538
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,4,non-threatening,LSF,no-normalization,vlieg 15_LSF_unnorm,/mask069.png,l,False,420.314,49.584
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,5,threatening,HSF,no-normalization,slang 31_HSF_unnorm,/mask057.png,s,False,311.202,50.997
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,6,non-threatening,LSF,no-normalization,salamander 27_LSF_unnorm,/mask016.png,s,True,413.301,50.416
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,7,threatening,LSF,no-normalization,Slang 7_LSF_unnorm,/mask063.png,s,False,495.367,51.149
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,8,threatening,LSF,contrast-normalized,wesp 26_LSF_norm,/mask044.png,s,False,263.185,50.035
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,9,non-threatening,LSF,no-normalization,vlieg 25_LSF_unnorm,/mask050.png,s,True,295.208,51.036
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,10,threatening,LSF,contrast-normalized,wesp 21_LSF_norm,/mask048.png,s,False,326.248,50.396
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,11,non-threatening,HSF,contrast-normalized,salamander 23_HSF_norm,/mask088.png,s,True,276.195,50.583
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,12,non-threatening,NoFilter,contrast-normalized,vlieg 31_FS_norm,/mask052.png,s,True,956.688,50.356
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,13,threatening,LSF,no-normalization,Slang 22_LSF_unnorm,/mask019.png,s,False,386.289,50.423
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,14,non-threatening,LSF,no-normalization,vlieg 7_LSF_unnorm,/mask004.png,l,False,621.438,50.459
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,15,threatening,LSF,no-normalization,wesp 17_LSF_unnorm,/mask071.png,s,False,472.346,50.384
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,16,non-threatening,HSF,no-normalization,salamander 2_HSF_unnorm,/mask025.png,s,True,192.136,50.414
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,17,threatening,HSF,no-normalization,wesp 20_HSF_unnorm,/mask073.png,s,False,291.2,50.222
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,18,non-threatening,HSF,contrast-normalized,vlieg 14_HSF_norm,/mask028.png,s,True,234.156,50.306
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,19,non-threatening,NoFilter,contrast-normalized,salamander 18_FS_norm,/mask006.png,s,True,267.172,50.43
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,20,non-threatening,LSF,contrast-normalized,vlieg 8_LSF_norm,/mask011.png,l,False,380.251,50.297
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,21,non-threatening,LSF,no-normalization,vlieg 3_LSF_unnorm,/mask012.png,l,False,520.384,50.343
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,22,non-threatening,LSF,no-normalization,salamander 16_LSF_unnorm,/mask021.png,l,False,343.242,49.635
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,23,non-threatening,NoFilter,contrast-normalized,salamander 7_FS_norm,/mask030.png,s,True,420.283,50.414
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,24,threatening,LSF,contrast-normalized,wesp 14_LSF_norm,/mask017.png,s,False,222.157,50.269
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,25,threatening,LSF,no-normalization,wesp 28_LSF_unnorm,/mask072.png,s,False,328.214,50.404
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,26,non-threatening,HSF,no-normalization,vlieg 18_HSF_unnorm,/mask001.png,s,True,462.343,49.426
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,27,non-threatening,LSF,contrast-normalized,vlieg 23_LSF_norm,/mask061.png,s,True,495.35,50.167
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,28,non-threatening,LSF,no-normalization,salamander 11_LSF_unnorm,/mask086.png,l,False,582.392,50.836
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,29,threatening,LSF,no-normalization,slang 28_LSF_unnorm,/mask045.png,s,False,618.45,50.055
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,30,threatening,HSF,no-normalization,wesp 27_HSF_unnorm,/mask005.png,l,True,365.24,50.123
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,31,threatening,NoFilter,contrast-normalized,slang 16_FS_norm,/mask027.png,s,False,456.321,50.294
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,32,threatening,LSF,contrast-normalized,Slang 6_LSF_norm,/mask096.png,s,False,288.185,50.155
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,33,threatening,HSF,contrast-normalized,wesp 5_HSF_norm,/mask055.png,s,False,607.412,50.471
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,34,non-threatening,NoFilter,contrast-normalized,vlieg 27_FS_norm,/mask087.png,l,False,347.244,50.318
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,35,threatening,NoFilter,contrast-normalized,wesp 13_FS_norm,/mask047.png,s,False,463.302,50.339
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,36,threatening,HSF,no-normalization,Slang 8_HSF_unnorm,/mask010.png,s,False,369.243,50.329
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,37,threatening,NoFilter,contrast-normalized,wesp 8_FS_norm,/mask068.png,s,False,572.403,51.184
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,38,non-threatening,LSF,no-normalization,vlieg 5_LSF_unnorm,/mask056.png,s,True,321.244,50.435
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,39,non-threatening,HSF,no-normalization,vlieg 11_HSF_unnorm,/mask082.png,s,True,272.174,50.369
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,40,threatening,HSF,contrast-normalized,Slang 5_HSF_norm,/mask024.png,s,False,63.046,51.13
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,41,non-threatening,LSF,contrast-normalized,salamander 4_LSF_norm,/mask076.png,l,False,320.243,51.087
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,42,non-threatening,NoFilter,contrast-normalized,salamander 19_FS_norm,/mask041.png,s,True,471.35,50.314
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,43,non-threatening,HSF,contrast-normalized,salamander 26_HSF_norm,/mask003.png,s,True,254.161,50.272
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,44,non-threatening,LSF,contrast-normalized,vlieg 29_LSF_norm,/mask049.png,s,True,232.149,50.31
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,45,non-threatening,NoFilter,contrast-normalized,vlieg 17_FS_norm,/mask059.png,l,False,665.469,50.091
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,46,non-threatening,HSF,no-normalization,salamander 20_HSF_unnorm,/mask089.png,s,True,409.301,50.241
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,47,non-threatening,LSF,contrast-normalized,salamander 3_LSF_norm,/mask090.png,l,False,308.237,50.199
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,48,threatening,LSF,contrast-normalized,slang 21_LSF_norm,/mask039.png,s,False,203.146,50.034
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,49,threatening,HSF,no-normalization,wesp 4_HSF_unnorm,/mask033.png,s,False,174.123,50.327
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,50,non-threatening,HSF,no-normalization,vlieg 20_HSF_unnorm,/mask031.png,l,False,161.108,50.217
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,51,non-threatening,HSF,contrast-normalized,vlieg 6_HSF_norm,/mask058.png,s,True,606.427,50.286
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,52,non-threatening,HSF,no-normalization,salamander 21_HSF_unnorm,/mask008.png,s,True,97.086,50.218
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,53,non-threatening,HSF,no-normalization,salamander 1_HSF_unnorm,/mask066.png,s,True,72.049,50.234
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,54,non-threatening,HSF,contrast-normalized,salamander 22_HSF_norm,/mask029.png,s,True,240.17,50.376
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,55,non-threatening,LSF,no-normalization,salamander 15_LSF_unnorm,/mask042.png,s,True,321.24,50.264
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,56,threatening,LSF,contrast-normalized,Slang 27_LSF_norm,/mask023.png,s,False,127.073,49.574
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,57,threatening,HSF,contrast-normalized,slang 29_HSF_norm,/mask081.png,l,True,190.153,50.456
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,58,threatening,LSF,no-normalization,wesp 18_LSF_unnorm,/mask070.png,s,False,401.266,50.145
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,59,threatening,NoFilter,contrast-normalized,wesp 11_FS_norm,/mask079.png,s,False,140.081,49.335
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,60,threatening,HSF,contrast-normalized,wesp 15_HSF_norm,/mask000.png,s,False,153.092,50.385
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,61,threatening,HSF,contrast-normalized,slang 15_HSF_norm,/mask091.png,s,False,286.202,50.272
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,62,threatening,LSF,contrast-normalized,slang 13_LSF_norm,/mask015.png,s,False,262.168,50.158
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,63,non-threatening,HSF,no-normalization,vlieg 12_HSF_unnorm,/mask084.png,s,True,271.209,50.588
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,64,non-threatening,LSF,contrast-normalized,salamander 28_LSF_norm,/mask009.png,s,True,127.108,50.388
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,65,threatening,NoFilter,contrast-normalized,Slang 3_FS_norm,/mask043.png,s,False,260.183,50.023
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,66,non-threatening,LSF,contrast-normalized,salamander 9_LSF_norm,/mask094.png,s,True,293.189,50.401
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,67,threatening,HSF,no-normalization,Slang 2_HSF_unnorm,/mask046.png,s,False,12.992,50.23
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,68,threatening,HSF,contrast-normalized,wesp 25_HSF_norm,/mask014.png,s,False,48.016,50.25
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,69,threatening,HSF,contrast-normalized,Slang 25_HSF_norm,/mask067.png,s,False,448.315,50.367
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,70,non-threatening,HSF,contrast-normalized,vlieg 13_HSF_norm,/mask078.png,l,False,314.216,50.391
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,71,non-threatening,NoFilter,contrast-normalized,vlieg 16_FS_norm,/mask051.png,s,True,321.23,50.035
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,72,threatening,LSF,contrast-normalized,wesp 22_LSF_norm,/mask092.png,s,False,237.175,50.465
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,73,non-threatening,LSF,no-normalization,salamander 25_LSF_unnorm,/mask036.png,s,True,271.192,50.295
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,74,non-threatening,HSF,contrast-normalized,salamander 24_HSF_norm,/mask018.png,s,True,183.124,50.178
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,75,threatening,LSF,no-normalization,hoornaar 2_LSF_unnorm,/mask034.png,l,True,283.182,50.501
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,76,threatening,NoFilter,contrast-normalized,Slang 1_FS_norm,/mask040.png,s,False,116.082,50.229
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,77,threatening,LSF,contrast-normalized,wesp 19_LSF_norm,/mask085.png,s,False,89.063,50.451
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,78,threatening,NoFilter,contrast-normalized,Slang 10_FS_norm,/mask020.png,s,False,265.187,49.929
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,79,threatening,NoFilter,contrast-normalized,wesp 7_FS_norm,/mask007.png,l,True,313.204,50.512
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,80,threatening,LSF,no-normalization,slang 30_LSF_unnorm,/mask026.png,s,False,184.128,50.216
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,81,threatening,HSF,contrast-normalized,slang 14_HSF_norm,/mask097.png,s,False,291.188,50.051
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,82,threatening,NoFilter,contrast-normalized,slang 12_FS_norm,/mask062.png,s,False,99.07,49.986
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,83,threatening,HSF,no-normalization,wesp 6_HSF_unnorm,/mask060.png,s,False,322.21,50.17
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,84,threatening,HSF,contrast-normalized,wesp 16_HSF_norm,/mask037.png,s,False,95.773,50.368
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,85,threatening,HSF,no-normalization,slang 20_HSF_unnorm,/mask074.png,l,True,296.192,50.355
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,86,non-threatening,NoFilter,contrast-normalized,salamander 14_FS_norm,/mask053.png,l,False,798.563,50.103
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,87,non-threatening,LSF,contrast-normalized,salamander 5_LSF_norm,/mask099.png,s,True,281.166,49.374
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,88,threatening,NoFilter,contrast-normalized,wesp 23_FS_norm,/mask098.png,s,False,272.197,50.505
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,89,threatening,LSF,contrast-normalized,slang 17_LSF_norm,/mask032.png,s,False,288.216,50.192
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,90,threatening,HSF,no-normalization,wesp 10_HSF_unnorm,/mask054.png,s,False,184.133,50.404
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,91,non-threatening,HSF,contrast-normalized,vlieg 28_HSF_norm,/mask075.png,s,True,284.193,51.139
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,92,non-threatening,HSF,contrast-normalized,salamander 10_HSF_norm,/mask083.png,s,True,275.176,50.432
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,93,threatening,HSF,contrast-normalized,wesp 24_HSF_norm,/mask077.png,s,False,195.123,50.213
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,94,threatening,HSF,no-normalization,slang 11_HSF_unnorm,/mask022.png,s,False,263.185,50.102
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,95,non-threatening,NoFilter,contrast-normalized,salamander 17_FS_norm,/mask035.png,l,False,287.22,50.183
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,96,threatening,LSF,no-normalization,Slang 4_LSF_unnorm,/mask002.png,s,False,295.208,50.391
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,97,non-threatening,LSF,contrast-normalized,vlieg 19_LSF_norm,/mask080.png,l,False,253.179,50.454
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,98,non-threatening,NoFilter,contrast-normalized,vlieg 24_FS_norm,/mask065.png,l,False,255.163,50.741
77,20/03/2021 22:06:26,PC_1,100,85,85,5,5,99,non-threatening,HSF,no-normalization,salamander 13_HSF_unnorm,/mask095.png,l,False,368.242,49.576
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,0,threatening,LSF,contrast-normalized,slang 31_LSF_norm,/mask078.png,l,False,181.141,50.669
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,1,non-threatening,HSF,no-normalization,vlieg 15_HSF_unnorm,/mask000.png,s,False,150.802,50.328
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,2,threatening,NoFilter,contrast-normalized,Slang 1_FS_norm,/mask087.png,s,True,316.224,50.627
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,3,threatening,HSF,no-normalization,wesp 20_HSF_unnorm,/mask076.png,l,False,427.284,50.099
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,4,non-threatening,HSF,contrast-normalized,salamander 5_HSF_norm,/mask063.png,l,True,477.336,50.742
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,5,threatening,LSF,no-normalization,slang 17_LSF_unnorm,/mask021.png,s,True,348.241,51.239
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,6,threatening,LSF,contrast-normalized,slang 15_LSF_norm,/mask082.png,s,True,353.243,50.039
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,7,threatening,HSF,no-normalization,wesp 7_HSF_unnorm,/mask038.png,l,False,302.231,50.247
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,8,threatening,LSF,contrast-normalized,Slang 2_LSF_norm,/mask092.png,s,True,333.236,49.333
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,9,non-threatening,LSF,contrast-normalized,vlieg 31_LSF_norm,/mask075.png,l,True,458.324,50.471
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,10,non-threatening,LSF,contrast-normalized,vlieg 12_LSF_norm,/mask020.png,l,True,339.238,50.279
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,11,non-threatening,LSF,no-normalization,salamander 19_LSF_unnorm,/mask035.png,s,False,440.328,50.003
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,12,non-threatening,LSF,no-normalization,vlieg 18_LSF_unnorm,/mask015.png,s,False,507.375,49.334
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,13,threatening,HSF,no-normalization,Slang 22_HSF_unnorm,/mask051.png,l,False,313.206,50.325
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,14,non-threatening,LSF,contrast-normalized,salamander 23_LSF_norm,/mask081.png,s,False,384.253,50.428
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,15,non-threatening,LSF,contrast-normalized,salamander 10_LSF_norm,/mask047.png,s,False,371.274,49.73
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,16,threatening,LSF,no-normalization,wesp 24_LSF_unnorm,/mask058.png,l,False,463.325,50.036
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,17,threatening,HSF,no-normalization,wesp 22_HSF_unnorm,/mask089.png,l,False,225.171,49.452
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,18,threatening,HSF,contrast-normalized,hoornaar 1_HSF_norm,/mask041.png,s,True,307.199,50.27
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,19,non-threatening,LSF,no-normalization,vlieg 5_LSF_unnorm,/mask027.png,l,True,282.181,50.364
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,20,non-threatening,HSF,contrast-normalized,vlieg 25_HSF_norm,/mask024.png,s,False,361.272,50.107
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,21,non-threatening,LSF,no-normalization,vlieg 6_LSF_unnorm,/mask071.png,l,True,213.132,50.194
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,22,non-threatening,HSF,contrast-normalized,salamander 27_HSF_norm,/mask032.png,l,True,311.202,50.816
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,23,threatening,HSF,contrast-normalized,slang 13_HSF_norm,/mask049.png,s,True,334.235,50.397
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,24,non-threatening,LSF,no-normalization,salamander 7_LSF_unnorm,/mask052.png,s,False,260.192,50.242
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,25,non-threatening,LSF,no-normalization,salamander 15_LSF_unnorm,/mask040.png,l,True,245.168,50.023
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,26,threatening,NoFilter,contrast-normalized,Slang 4_FS_norm,/mask099.png,s,True,278.18,50.208
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,27,threatening,LSF,contrast-normalized,wesp 18_LSF_norm,/mask009.png,s,True,373.256,50.48
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,28,threatening,LSF,no-normalization,wesp 21_LSF_unnorm,/mask097.png,s,True,322.227,51.057
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,29,threatening,HSF,contrast-normalized,Slang 25_HSF_norm,/mask083.png,s,True,232.183,50.491
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,30,threatening,LSF,contrast-normalized,wesp 8_LSF_norm,/mask055.png,s,True,210.148,50.269
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,31,non-threatening,NoFilter,contrast-normalized,vlieg 13_FS_norm,/mask007.png,l,True,309.201,49.967
50,20/03/2021 22:31:52,PC_1,100,1,21,F,Yes,32,threatening,NoFilter,contrast-normalized,wesp 16_FS_norm,/mask066.png,s,True,258.202,50.219
